phase	token_index_in_phase	global_token_index	token_id	token_piece	entropy_all	entropy_softmax	entropy_deltanet	E48_W_all	E48_S_all	E48_Q_all	E48_rankW_all	E48_rankS_all	E48_W_softmax	E48_S_softmax	E48_Q_softmax	E48_rankW_softmax	E48_rankS_softmax	E48_W_deltanet	E48_S_deltanet	E48_Q_deltanet	E48_rankW_deltanet	E48_rankS_deltanet	top1_expert	top1_W	top1_S	top1_Q	top2_expert	top2_W	top2_S	top2_Q	top3_expert	top3_W	top3_S	top3_Q	top4_expert	top4_W	top4_S	top4_Q	top5_expert	top5_W	top5_S	top5_Q	top6_expert	top6_W	top6_S	top6_Q	top7_expert	top7_W	top7_S	top7_Q	top8_expert	top8_W	top8_S	top8_Q
prefill	0	0	27	<	0.60923564	0.64691844	0.59667470	0.00373707	0.02083333	0.17937946	78	177	0.00000000	0.00000000		105	105	0.00498276	0.02777778	0.17937946	55	102	198	0.03521065	0.04166667	0.84505567	144	0.02903762	0.10416667	0.27876116	114	0.02279973	0.06250000	0.36479573	217	0.02166342	0.06250000	0.34661464	215	0.02113974	0.06250000	0.33823589	209	0.01953754	0.04166667	0.46890090	193	0.01850521	0.02083333	0.88825027	29	0.01833295	0.02083333	0.87998151
prefill	1	1	91	|	0.89677171	0.84609964	0.91366240	0.00556224	0.02083333	0.26698773	63	123	0.00000000	0.00000000		107	107	0.00741633	0.02777778	0.26698773	44	104	192	0.01941724	0.06250000	0.31067590	233	0.01926731	0.12500000	0.15413851	72	0.01672662	0.04166667	0.40143888	244	0.01622725	0.04166667	0.38945400	50	0.01568213	0.06250000	0.25091408	120	0.01538144	0.06250000	0.24610304	91	0.01499032	0.08333333	0.17988379	131	0.01443635	0.06250000	0.23098154
prefill	2	2	316	im	0.90983534	0.84474616	0.93153174	0.00335901	0.04166667	0.08061635	117	105	0.00000000	0.00000000		106	106	0.00447869	0.05555556	0.08061635	88	54	184	0.02215200	0.06250000	0.35443204	122	0.01742171	0.04166667	0.41812103	175	0.01643394	0.06250000	0.26294303	140	0.01567025	0.06250000	0.25072404	225	0.01553613	0.10416667	0.14914687	156	0.01432251	0.10416667	0.13749614	168	0.01417189	0.08333333	0.17006265	160	0.01416179	0.06250000	0.22658872
prefill	3	3	4747	_start	0.87533477	0.84279343	0.88618189	0.00588656	0.04166667	0.14127734	61	52	0.00890697	0.08333333	0.10688361	37	25	0.00487975	0.02777778	0.17567107	78	105	239	0.02194643	0.06250000	0.35114295	51	0.01863757	0.06250000	0.29820108	175	0.01705879	0.10416667	0.16376438	231	0.01678728	0.04166667	0.40289480	122	0.01644169	0.02083333	0.78920094	233	0.01630862	0.08333333	0.19570344	182	0.01557068	0.08333333	0.18684821	107	0.01500359	0.08333333	0.18004311
prefill	4	4	91	|	0.91560180	0.87706209	0.92844837	0.00000000	0.00000000		218	218	0.00000000	0.00000000		105	105	0.00000000	0.00000000		187	187	166	0.02577824	0.06250000	0.41245183	122	0.02212285	0.04166667	0.53094831	131	0.01712467	0.12500000	0.13699733	156	0.01416645	0.06250000	0.22666316	209	0.01352604	0.06250000	0.21641664	17	0.01301171	0.12500000	0.10409368	188	0.01277294	0.04166667	0.30655062	110	0.01261072	0.08333333	0.15132862
prefill	5	5	29	>	0.92299664	0.91453528	0.92581709	0.00670308	0.06250000	0.10724933	48	50	0.00000000	0.00000000		107	107	0.00893744	0.08333333	0.10724933	34	13	131	0.01991161	0.12500000	0.15929290	209	0.01938964	0.08333333	0.23267564	122	0.01446701	0.04166667	0.34720821	20	0.01440620	0.10416667	0.13829948	72	0.01395863	0.04166667	0.33500709	21	0.01382297	0.04166667	0.33175137	110	0.01362277	0.10416667	0.13077858	17	0.01361152	0.16666667	0.08166912
prefill	6	6	846	user	0.93074117	0.92269245	0.93342407	0.00686180	0.06250000	0.10978887	49	26	0.00000000	0.00000000		89	89	0.00914907	0.08333333	0.10978887	31	9	233	0.01596587	0.10416667	0.15327240	21	0.01430382	0.10416667	0.13731666	131	0.01325071	0.08333333	0.15900856	72	0.01315898	0.04166667	0.31581552	166	0.01274310	0.06250000	0.20388963	236	0.01274256	0.08333333	0.15291072	234	0.01263230	0.06250000	0.20211676	225	0.01262466	0.04166667	0.30299174
prefill	7	7	198	\n	0.91868506	0.92441975	0.91677350	0.00220877	0.02083333	0.10602100	151	173	0.00000000	0.00000000		105	105	0.00294503	0.02777778	0.10602100	121	117	131	0.02386283	0.08333333	0.28635399	207	0.01662501	0.04166667	0.39900014	220	0.01649904	0.06250000	0.26398459	217	0.01497233	0.08333333	0.17966800	241	0.01438872	0.04166667	0.34532929	14	0.01331426	0.04166667	0.31954221	166	0.01306439	0.06250000	0.20903017	17	0.01240957	0.12500000	0.09927654
prefill	8	8	44812	Transformer	0.92725942	0.91552404	0.93117121	0.00295481	0.04166667	0.07091533	131	101	0.00000000	0.00000000		107	107	0.00393974	0.05555556	0.07091533	99	28	46	0.02133505	0.08333333	0.25602057	32	0.01700639	0.08333333	0.20407673	10	0.01675632	0.12500000	0.13405057	107	0.01482077	0.06250000	0.23713224	56	0.01466019	0.08333333	0.17592226	15	0.01428838	0.10416667	0.13716849	127	0.01376170	0.06250000	0.22018713	6	0.01232573	0.08333333	0.14790870
prefill	9	9	3983	 models	0.89837716	0.89178974	0.90057297	0.00451814	0.04166667	0.10843533	88	51	0.00900414	0.08333333	0.10804965	43	26	0.00302281	0.02777778	0.10882101	126	112	107	0.01869148	0.08333333	0.22429774	131	0.01814199	0.06250000	0.29027183	184	0.01568610	0.10416667	0.15058656	215	0.01540289	0.06250000	0.24644624	118	0.01441968	0.02083333	0.69214451	221	0.01347786	0.06250000	0.21564577	77	0.01287008	0.06250000	0.20592135	56	0.01279561	0.06250000	0.20472978
